weapon_name,physical_dmg,magic_dmg,fire_dmg,lightning_dmg,holy_dmg,crit_multiplier,poise_dmg,strength_scaling,dexterity_scaling,intelligence_scaling,faith_scaling,arcane_scaling,physical_def,magic_def,fire_def,lightning_def,holy_def,guard_boost,status_resistance,weight,weapon_type,affinity
Prelate's Inferno Crozier,382,0,0,0,0,100,210,B,E,Z,Z,Z,82.0,49.0,49.0,49.0,49.0,66.0,27.0,23.5,ColossalWeapons,standard
Rotten Greataxe,396,0,0,0,0,100,156,D,B,Z,Z,Z,78.0,47.0,47.0,47.0,47.0,62.4,26.0,20.0,ColossalWeapons,standard
Rotten Staff,404,0,0,0,0,100,200,B,D,Z,Z,Z,75.0,45.0,45.0,45.0,45.0,55.0,25.0,18.0,ColossalWeapons,standard
Staff of the Avatar,276,0,0,0,178,100,210,A,D,Z,B,Z,73.0,45.0,45.0,45.0,57.0,57.2,26.0,20.0,ColossalWeapons,standard
Troll's Hammer,374,0,110,0,0,100,184,B,E,Z,D,Z,66.0,41.0,46.0,41.0,41.0,55.2,23.0,16.0,ColossalWeapons,standard
Watchdog's Staff,404,0,0,0,0,100,200,C,D,Z,Z,Z,75.0,45.0,45.0,45.0,45.0,55.0,25.0,19.0,ColossalWeapons,standard
Bandit's Curved Sword (heavy),265,0,0,0,0,100,98,B,Z,Z,Z,Z,48.0,36.0,36.0,36.0,36.0,33.0,12.0,5.0,CurvedSwords,heavy
Beastman's Curved Sword (heavy),237,0,0,0,0,100,107,A,Z,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,29.7,11.0,4.0,CurvedSwords,heavy
Falchion (heavy),244,0,0,0,0,100,94,A,Z,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,28.6,10.0,3.5,CurvedSwords,heavy
Flowing Curved Sword (heavy),244,0,0,0,0,100,94,B,Z,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,28.6,10.0,3.5,CurvedSwords,heavy
Grossmesser (heavy),258,0,0,0,0,100,98,B,Z,Z,Z,Z,46.0,34.0,34.0,34.0,34.0,30.8,11.0,4.5,CurvedSwords,heavy
Mantis Blade (heavy),251,0,0,0,0,100,94,B,Z,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,29.7,11.0,4.0,CurvedSwords,heavy
Scavenger's Curved Sword (heavy),235,0,0,0,0,100,84,B,Z,Z,Z,Z,40.0,30.0,30.0,30.0,30.0,27.5,10.0,3.5,CurvedSwords,heavy
Scimitar (heavy),237,0,0,0,0,100,90,B,Z,Z,Z,Z,40.0,30.0,30.0,30.0,30.0,27.5,10.0,3.0,CurvedSwords,heavy
Serpent-God's Curved Sword (heavy),237,0,0,0,0,100,107,A,Z,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,29.7,11.0,4.0,CurvedSwords,heavy
Shamshir (heavy),242,0,0,0,0,100,90,B,Z,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,28.6,10.0,3.5,CurvedSwords,heavy
Shotel (heavy),216,0,0,0,0,100,86,B,Z,Z,Z,Z,37.0,27.0,27.0,27.0,27.0,24.2,9.0,2.0,CurvedSwords,heavy
Club (poison),210,0,0,0,0,100,102,B,Z,Z,Z,D,38.95,25.65,25.65,25.65,25.65,27.0,13.0,3.5,Hammers,poison
Curved Club (poison),234,0,0,0,0,100,106,B,D,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,5.0,Hammers,poison
Hammer (poison),255,0,0,0,0,100,116,B,D,Z,Z,D,48.45,32.3,32.3,32.3,32.3,36.0,17.0,6.5,Hammers,poison
Mace (poison),236,0,0,0,0,100,112,B,D,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,4.5,Hammers,poison
Monk's Flamemace (poison),258,0,0,0,0,100,112,D,B,Z,Z,D,46.55,31.35,31.35,31.35,31.35,33.0,16.0,6.0,Hammers,poison
Morning Star (poison),242,0,0,0,0,100,116,C,C,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,15.0,5.0,Hammers,poison
Spiked Club (poison),234,0,0,0,0,100,106,B,C,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,5.0,Hammers,poison
Stone Club (poison),251,0,0,0,0,100,130,B,D,Z,Z,D,49.4,33.25,33.25,33.25,33.25,36.0,17.0,7.0,Hammers,poison
Warpick (poison),221,0,0,0,0,100,106,C,C,Z,Z,D,38.0,25.65,25.65,25.65,25.65,27.0,13.0,2.5,Hammers,poison
Nagakiba (poison),236,0,0,0,0,100,90,D,B,Z,Z,D,46.55,31.35,31.35,31.35,31.35,33.0,16.0,7.0,Katanas,poison
Uchigatana (poison),236,0,0,0,0,100,90,C,B,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,5.5,Katanas,poison
Duelist Greataxe (lightning),285,0,0,285,0,100,156,E,C,Z,Z,Z,74.1,44.65,54.05,58.75,44.65,52.0,24.7,20.0,ColossalWeapons,lightning
Giant-Crusher (lightning),261,0,0,261,0,100,224,E,B,Z,Z,Z,83.6,49.4,59.8,65.0,49.4,58.0,27.55,26.5,ColossalWeapons,lightning
Golem's Halberd (lightning),266,0,0,266,0,100,134,E,C,Z,Z,Z,71.25,42.75,51.75,56.25,42.75,50.0,23.75,21.5,ColossalWeapons,lightning
Prelate's Inferno Crozier (lightning),262,0,0,262,0,100,210,E,C,Z,Z,Z,77.9,46.55,56.35,61.25,46.55,55.0,25.65,23.5,ColossalWeapons,lightning
Rotten Greataxe (lightning),273,0,0,273,0,100,156,E,C,Z,Z,Z,74.1,44.65,54.05,58.75,44.65,52.0,24.7,20.0,ColossalWeapons,lightning
Duelist Greataxe (sacred),328,0,0,0,328,100,156,E,D,Z,C,Z,74.1,54.05,44.65,44.65,58.75,52.0,24.7,20.0,ColossalWeapons,sacred
Giant-Crusher (sacred),300,0,0,0,300,100,224,C,Z,Z,B,Z,83.6,59.8,49.4,49.4,65.0,58.0,27.55,26.5,ColossalWeapons,sacred
Golem's Halberd (sacred),306,0,0,0,306,100,134,D,E,Z,C,Z,71.25,51.75,42.75,42.75,56.25,50.0,23.75,21.5,ColossalWeapons,sacred
Prelate's Inferno Crozier (sacred),302,0,0,0,302,100,210,D,E,Z,C,Z,77.9,56.35,46.55,46.55,61.25,55.0,25.65,23.5,ColossalWeapons,sacred
Rotten Greataxe (sacred),314,0,0,0,314,100,156,E,D,Z,C,Z,74.1,54.05,44.65,44.65,58.75,52.0,24.7,20.0,ColossalWeapons,sacred
Bloodhound Claws (heavy),223,0,0,0,0,110,78,B,Z,Z,Z,Z,38.0,22.0,22.0,22.0,22.0,24.2,11.0,3.0,Claws,heavy
Hookclaws (heavy),209,0,0,0,0,110,72,B,Z,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,22.0,10.0,2.0,Claws,heavy
Raptor Talons (heavy),192,0,0,0,0,110,68,A,Z,Z,Z,Z,33.0,19.0,19.0,19.0,19.0,20.9,9.0,1.5,Claws,heavy
Venomous Fang (heavy),218,0,0,0,0,100,78,A,Z,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,20.9,10.0,2.5,Claws,heavy
Rusted Anchor (lightning),247,0,0,247,0,100,164,E,C,Z,Z,Z,64.6,34.2,41.4,45.0,34.2,44.0,19.95,12.5,Greataxes,lightning
Longhaft Axe (lightning),245,0,0,245,0,100,156,E,C,Z,Z,Z,64.6,34.2,41.4,45.0,34.2,44.0,19.95,12.5,Greataxes,lightning
Greataxe (lightning),254,0,0,254,0,100,168,E,C,Z,Z,Z,65.55,35.15,42.55,46.25,35.15,45.0,19.95,13.0,Greataxes,lightning
Great Omenkiller Cleaver (lightning),238,0,0,238,0,100,150,E,C,Z,Z,Z,59.85,31.35,37.95,41.25,42.75,42.0,19.0,11.0,Greataxes,lightning
Gargoyle's Great Axe (lightning),207,0,0,207,0,100,150,E,B,Z,Z,Z,55.1,29.45,35.65,38.75,29.45,37.0,17.1,8.5,Greataxes,lightning
Executioner's Greataxe (lightning),252,0,0,252,0,115,172,E,C,Z,Z,Z,70.3,38.0,46.0,50.0,38.0,48.0,21.85,15.0,Greataxes,lightning
Crescent Moon Axe (lightning),245,0,0,245,0,100,156,E,C,Z,Z,Z,64.6,34.2,41.4,45.0,34.2,44.0,19.95,12.5,Greataxes,lightning
Butchering Knife (lightning),224,0,0,224,0,100,150,E,C,Z,Z,Z,55.1,29.45,35.65,38.75,29.45,37.0,17.1,8.5,Greataxes,lightning
Duelist Greataxe (flame),328,0,328,0,0,100,156,E,D,Z,C,Z,74.1,44.65,58.75,54.05,44.65,52.0,24.7,20.0,ColossalWeapons,flame
Giant-Crusher (flame),300,0,300,0,0,100,224,C,Z,Z,B,Z,83.6,49.4,65.0,59.8,49.4,58.0,27.55,26.5,ColossalWeapons,flame
Golem's Halberd (flame),306,0,306,0,0,100,134,D,E,Z,C,Z,71.25,42.75,56.25,51.75,42.75,50.0,23.75,21.5,ColossalWeapons,flame
Prelate's Inferno Crozier (flame),302,0,302,0,0,100,210,D,E,Z,C,Z,77.9,46.55,61.25,56.35,46.55,55.0,25.65,23.5,ColossalWeapons,flame
Rotten Greataxe (flame),314,0,314,0,0,100,156,E,D,Z,C,Z,74.1,44.65,58.75,54.05,44.65,52.0,24.7,20.0,ColossalWeapons,flame
Rogier's Rapier (sacred),178,0,0,0,178,110,62,E,D,Z,B,Z,46.55,37.95,31.35,31.35,41.25,22.0,10.45,3.5,ThrustingSwords,sacred
Rapier (sacred),184,0,0,0,184,130,60,E,E,Z,B,Z,42.75,34.5,28.5,28.5,37.5,20.0,9.5,2.5,ThrustingSwords,sacred
Noble's Estoc (sacred),198,0,0,0,198,100,60,E,E,Z,C,Z,46.55,37.95,31.35,31.35,41.25,22.0,10.45,3.5,ThrustingSwords,sacred
Estoc (sacred),204,0,0,0,204,100,66,E,E,Z,C,Z,51.3,41.4,34.2,34.2,45.0,24.0,11.4,4.5,ThrustingSwords,sacred
Cleanrot Knight's Sword (sacred),208,0,0,0,208,100,66,E,E,Z,C,Z,48.45,39.1,32.3,32.3,42.5,23.0,10.45,4.0,ThrustingSwords,sacred
Antspur Rapier (sacred),188,0,0,0,188,100,62,E,E,Z,B,Z,44.65,35.65,29.45,29.45,38.75,21.0,9.5,3.0,ThrustingSwords,sacred
Bloodstained Dagger (heavy),169,0,0,0,0,110,66,A,Z,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,16.5,10.0,2.0,Daggers,heavy
Celebrant's Sickle (heavy),176,0,0,0,0,100,56,B,Z,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,heavy
Dagger (heavy),166,0,0,0,0,130,60,A,Z,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,heavy
Erdsteel Dagger (heavy),150,0,0,0,0,110,60,A,Z,Z,D,Z,36.0,21.0,21.0,21.0,21.0,16.5,10.0,2.0,Daggers,heavy
Great Knife (heavy),169,0,0,0,0,110,60,A,Z,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,heavy
Misericorde (heavy),206,0,0,0,0,140,56,B,Z,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,16.5,10.0,2.0,Daggers,heavy
Parrying Dagger (heavy),169,0,0,0,0,110,60,A,Z,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,heavy
Wakizashi (heavy),211,0,0,0,0,100,66,B,Z,Z,Z,Z,42.0,24.0,24.0,24.0,24.0,19.8,12.0,3.0,Daggers,heavy
Club,252,0,0,0,0,100,102,B,Z,Z,Z,Z,41.0,27.0,27.0,27.0,27.0,32.4,13.0,3.5,Hammers,standard
Curved Club,279,0,0,0,0,100,106,B,D,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,36.0,15.0,5.0,Hammers,standard
Envoy's Horn,235,0,0,0,151,100,106,C,C,Z,C,Z,38.0,26.0,26.0,26.0,38.0,30.8,14.0,4.0,Hammers,standard
Hammer,303,0,0,0,0,100,116,B,D,Z,Z,Z,51.0,34.0,34.0,34.0,34.0,43.2,17.0,6.5,Hammers,standard
Mace,281,0,0,0,0,100,112,C,D,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,36.0,15.0,4.5,Hammers,standard
Marika's Hammer,247,0,0,0,159,100,116,B,D,Z,C,Z,44.0,30.0,30.0,30.0,44.0,36.3,16.0,6.0,Hammers,standard
Monk's Flamemace,308,0,0,0,0,100,112,D,B,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,39.6,16.0,6.0,Hammers,standard
Morning Star,289,0,0,0,0,100,116,C,D,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,37.2,15.0,5.0,Hammers,standard
Nox Flowing Hammer,298,0,0,0,0,100,116,B,D,Z,Z,Z,51.0,34.0,34.0,34.0,34.0,37.4,17.0,6.5,Hammers,standard
Ringed Finger,296,0,0,0,0,100,94,B,D,Z,Z,Z,38.0,26.0,26.0,26.0,38.0,30.8,14.0,4.5,Hammers,standard
Scepter of the All-Knowing,242,156,0,0,0,100,84,D,C,C,Z,Z,36.0,36.0,25.0,25.0,25.0,29.7,13.0,4.5,Hammers,standard
Spiked Club,279,0,0,0,0,100,106,C,C,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,36.0,15.0,5.0,Hammers,standard
Stone Club,298,0,0,0,0,100,130,B,E,Z,Z,Z,52.0,35.0,35.0,35.0,35.0,43.2,17.0,7.0,Hammers,standard
Varre's Bouquet,112,0,0,0,0,100,100,E,C,Z,Z,B,38.0,25.0,25.0,25.0,25.0,27.5,12.0,2.0,Hammers,standard
Warpick,264,0,0,0,0,100,106,C,C,Z,Z,Z,40.0,27.0,27.0,27.0,27.0,32.4,13.0,2.5,Hammers,standard
Banished Knight's Halberd (flame),240,0,240,0,0,100,122,E,E,Z,B,Z,52.25,33.25,43.75,40.25,33.25,42.0,14.25,8.0,Halberds,flame
Gargoyle's Halberd (flame),250,0,250,0,0,100,152,D,E,Z,B,Z,62.7,39.9,52.5,48.3,39.9,50.0,17.1,12.0,Halberds,flame
Glaive (flame),252,0,252,0,0,100,128,E,E,Z,B,Z,57.0,36.1,47.5,43.7,36.1,46.0,15.2,10.0,Halberds,flame
Guardian's Swordspear (flame),266,0,266,0,0,100,128,E,E,Z,C,Z,54.15,34.2,45.0,41.4,34.2,44.0,14.25,9.0,Halberds,flame
Halberd (flame),240,0,240,0,0,100,122,E,E,Z,B,Z,52.25,33.25,43.75,40.25,33.25,42.0,14.25,8.0,Halberds,flame
Lucerne (flame),232,0,232,0,0,100,122,E,E,Z,B,Z,49.4,31.35,41.25,37.95,31.35,39.0,13.3,7.0,Halberds,flame
Nightrider Glaive (flame),246,0,246,0,0,100,140,D,E,Z,B,Z,62.7,39.9,52.5,48.3,39.9,50.0,17.1,12.0,Halberds,flame
Pest's Glaive (flame),230,0,230,0,0,100,114,E,E,Z,B,Z,49.4,31.35,41.25,37.95,31.35,39.0,13.3,7.0,Halberds,flame
Vulgar Militia Saw (flame),240,0,240,0,0,100,128,E,E,Z,B,Z,52.25,33.25,43.75,40.25,33.25,42.0,14.25,8.0,Halberds,flame
Vulgar Militia Shotel (flame),232,0,232,0,0,100,128,E,D,Z,B,Z,52.25,33.25,43.75,40.25,33.25,42.0,14.25,8.0,Halberds,flame
Bandit's Curved Sword (keen),265,0,0,0,0,100,98,E,B,Z,Z,Z,48.0,36.0,36.0,36.0,36.0,33.0,12.0,5.0,CurvedSwords,keen
Beastman's Curved Sword (keen),253,0,0,0,0,100,98,E,B,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,29.7,11.0,4.0,CurvedSwords,keen
Falchion (keen),244,0,0,0,0,100,94,E,B,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,28.6,10.0,3.5,CurvedSwords,keen
Flowing Curved Sword (keen),228,0,0,0,0,100,103,E,A,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,28.6,10.0,3.5,CurvedSwords,keen
Grossmesser (keen),258,0,0,0,0,100,98,E,B,Z,Z,Z,46.0,34.0,34.0,34.0,34.0,30.8,11.0,4.5,CurvedSwords,keen
Mantis Blade (keen),251,0,0,0,0,100,94,E,B,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,29.7,11.0,4.0,CurvedSwords,keen
Scavenger's Curved Sword (keen),235,0,0,0,0,100,84,E,B,Z,Z,Z,40.0,30.0,30.0,30.0,30.0,27.5,10.0,3.5,CurvedSwords,keen
Scimitar (keen),222,0,0,0,0,100,99,E,A,Z,Z,Z,40.0,30.0,30.0,30.0,30.0,27.5,10.0,3.0,CurvedSwords,keen
Serpent-God's Curved Sword (keen),253,0,0,0,0,100,98,E,B,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,29.7,11.0,4.0,CurvedSwords,keen
Shamshir (keen),242,0,0,0,0,100,90,E,B,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,28.6,10.0,3.5,CurvedSwords,keen
Shotel (keen),202,0,0,0,0,100,94,E,A,Z,Z,Z,37.0,27.0,27.0,27.0,27.0,24.2,9.0,2.0,CurvedSwords,keen
Celebrant's Rib-Rake (keen),228,0,0,0,0,100,74,E,A,Z,Z,Z,40.0,25.0,25.0,25.0,25.0,36.3,15.0,5.0,Spears,keen
Clayman's Harpoon (keen),223,119,0,0,0,100,80,E,B,D,Z,Z,49.0,38.0,25.0,25.0,25.0,36.3,16.0,5.5,Spears,keen
Cross-Naginata (keen),257,0,0,0,0,100,96,E,A,Z,Z,Z,52.0,32.0,32.0,32.0,32.0,42.9,19.0,8.0,Spears,keen
Iron Spear (keen),256,0,0,0,0,100,80,E,B,Z,Z,Z,42.0,26.0,26.0,26.0,26.0,34.1,15.0,4.5,Spears,keen
Partisan (keen),277,0,0,0,0,100,84,E,B,Z,Z,Z,48.0,30.0,30.0,30.0,30.0,39.6,18.0,6.5,Spears,keen
Pike (keen),258,0,0,0,0,100,82,E,B,Z,Z,Z,53.0,33.0,33.0,33.0,33.0,42.9,19.0,7.5,Spears,keen
Short Spear (keen),251,0,0,0,0,100,80,E,B,Z,Z,Z,40.0,25.0,25.0,25.0,25.0,33.0,15.0,4.0,Spears,keen
Spear (keen),239,0,0,0,0,100,88,E,B,Z,Z,Z,42.0,26.0,26.0,26.0,26.0,34.1,15.0,4.5,Spears,keen
Spiked Spear (keen),270,0,0,0,0,100,80,E,B,Z,Z,Z,46.0,28.0,28.0,28.0,28.0,37.4,17.0,6.0,Spears,keen
Beastman's Cleaver (magic),274,274,0,0,0,100,164,D,Z,B,Z,Z,76.95,53.75,40.85,40.85,49.45,52.0,23.75,16.5,CurvedGreatswords,magic
Dismounter (magic),264,264,0,0,0,100,122,E,E,B,Z,Z,61.75,43.75,33.25,33.25,40.25,42.0,19.0,10.0,CurvedGreatswords,magic
Monk's Flameblade (magic),256,256,0,0,0,100,122,E,E,B,Z,Z,57.95,41.25,31.35,31.35,37.95,39.0,18.05,9.0,CurvedGreatswords,magic
Omen Cleaver (magic),272,272,0,0,0,100,128,E,E,B,Z,Z,64.6,45.0,34.2,34.2,41.4,44.0,19.95,11.5,CurvedGreatswords,magic
Celebrant's Rib-Rake (poison),223,0,0,0,0,100,68,D,B,Z,Z,D,38.0,23.75,23.75,23.75,23.75,33.0,15.0,5.0,Spears,poison
Clayman's Harpoon (poison),204,109,0,0,0,100,80,C,D,C,Z,D,46.55,36.1,23.75,23.75,23.75,33.0,16.0,5.5,Spears,poison
Cross-Naginata (poison),251,0,0,0,0,100,88,D,B,Z,Z,D,49.4,30.4,30.4,30.4,30.4,39.0,19.0,8.0,Spears,poison
Iron Spear (poison),234,0,0,0,0,100,80,C,D,Z,Z,D,39.9,24.7,24.7,24.7,24.7,31.0,15.0,4.5,Spears,poison
Partisan (poison),253,0,0,0,0,100,84,C,D,Z,Z,D,45.6,28.5,28.5,28.5,28.5,36.0,18.0,6.5,Spears,poison
Pike (poison),236,0,0,0,0,100,82,C,D,Z,Z,D,50.35,31.35,31.35,31.35,31.35,39.0,19.0,7.5,Spears,poison
Short Spear (poison),230,0,0,0,0,100,80,D,C,Z,Z,D,38.0,23.75,23.75,23.75,23.75,30.0,15.0,4.0,Spears,poison
Spear (poison),234,0,0,0,0,100,80,D,B,Z,Z,D,39.9,24.7,24.7,24.7,24.7,31.0,15.0,4.5,Spears,poison
Spiked Spear (poison),247,0,0,0,0,100,80,C,C,Z,Z,D,43.7,26.6,26.6,26.6,26.6,34.0,17.0,6.0,Spears,poison
Caestus (lightning),149,0,0,149,0,100,100,E,C,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,20.0,9.5,1.5,Fists,lightning
Iron Ball (lightning),167,0,0,167,0,100,110,E,C,Z,Z,Z,36.1,20.9,25.3,27.5,20.9,22.0,10.45,2.5,Fists,lightning
Katar (lightning),161,0,0,161,0,110,100,E,C,Z,Z,Z,34.2,19.95,24.15,26.25,19.95,21.0,9.5,2.5,Fists,lightning
Spiked Caestus (lightning),151,0,0,151,0,100,100,E,C,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,20.0,9.5,2.0,Fists,lightning
Star Fist (lightning),174,0,0,174,0,100,112,E,C,Z,Z,Z,38.95,21.85,26.45,28.75,21.85,23.0,10.45,3.0,Fists,lightning
Godskin Stitcher (heavy),284,0,0,0,0,100,94,B,Z,Z,Z,Z,55.0,38.0,38.0,38.0,38.0,36.3,16.0,7.0,HeavyThrustingSwords,heavy
Great epee (heavy),279,0,0,0,0,124,94,A,Z,Z,Z,Z,52.0,36.0,36.0,36.0,36.0,34.1,15.0,6.5,HeavyThrustingSwords,heavy
Battle Axe (sacred),244,0,0,0,244,100,112,E,E,Z,C,Z,44.65,35.65,29.45,29.45,38.75,31.0,14.25,4.5,Axes,sacred
Celebrant's Cleaver (sacred),240,0,0,0,240,100,112,E,E,Z,C,Z,44.65,35.65,29.45,29.45,38.75,33.0,14.25,4.5,Axes,sacred
Forked Hatchet (sacred),202,0,0,0,202,100,106,E,E,Z,B,Z,38.0,31.05,25.65,25.65,33.75,27.0,12.35,2.5,Axes,sacred
Hand Axe (sacred),224,0,0,0,224,100,106,E,E,Z,C,Z,39.9,32.2,26.6,26.6,35.0,28.0,13.3,3.5,Axes,sacred
Highland Axe (sacred),244,0,0,0,244,110,112,E,E,Z,C,Z,44.65,35.65,29.45,29.45,38.75,31.0,14.25,4.5,Axes,sacred
Iron Cleaver (sacred),240,0,0,0,240,100,122,D,E,Z,B,Z,48.45,39.1,32.3,32.3,42.5,34.0,16.15,6.0,Axes,sacred
Jawbone Axe (sacred),248,0,0,0,248,100,122,E,E,Z,C,Z,46.55,37.95,31.35,31.35,41.25,36.0,15.2,5.5,Axes,sacred
Sacrificial Axe (sacred),254,0,0,0,254,100,122,E,E,Z,C,Z,46.55,37.95,31.35,31.35,41.25,33.0,15.2,5.5,Axes,sacred
Warped Axe (sacred),240,0,0,0,240,100,128,C,Z,Z,C,Z,53.2,42.55,35.15,35.15,46.25,43.0,17.1,7.5,Axes,sacred
Battle Axe (keen),286,0,0,0,0,100,112,E,B,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,34.1,15.0,4.5,Axes,keen
Celebrant's Cleaver (keen),282,0,0,0,0,100,112,E,B,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,36.3,15.0,4.5,Axes,keen
Forked Hatchet (keen),222,0,0,0,0,100,116,E,A,Z,Z,Z,40.0,27.0,27.0,27.0,27.0,29.7,13.0,2.5,Axes,keen
Hand Axe (keen),263,0,0,0,0,100,106,E,B,Z,Z,Z,42.0,28.0,28.0,28.0,28.0,30.8,14.0,3.5,Axes,keen
Highland Axe (keen),286,0,0,0,0,110,112,E,B,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,34.1,15.0,4.5,Axes,keen
Iron Cleaver (keen),282,0,0,0,0,100,122,E,A,Z,Z,Z,51.0,34.0,34.0,34.0,34.0,37.4,17.0,6.0,Axes,keen
Jawbone Axe (keen),291,0,0,0,0,100,122,E,B,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,39.6,16.0,5.5,Axes,keen
Sacrificial Axe (keen),298,0,0,0,0,100,122,E,B,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,36.3,16.0,5.5,Axes,keen
Warped Axe (keen),282,0,0,0,0,100,128,D,A,Z,Z,Z,56.0,37.0,37.0,37.0,37.0,47.3,18.0,7.5,Axes,keen
Beastman's Cleaver,350,0,0,0,0,100,164,B,Z,Z,Z,Z,81.0,43.0,43.0,43.0,43.0,62.4,25.0,16.5,CurvedGreatswords,standard
Bloodhound's Fang,345,0,0,0,0,100,122,C,B,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,11.5,CurvedGreatswords,standard
Dismounter,338,0,0,0,0,100,122,C,D,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,50.4,20.0,10.0,CurvedGreatswords,standard
Magma Wyrm's Scalesword,279,0,181,0,0,100,140,B,D,Z,B,Z,66.0,33.0,48.0,33.0,33.0,55.0,24.0,15.0,CurvedGreatswords,standard
Monk's Flameblade,328,0,0,0,0,100,122,D,C,Z,Z,Z,61.0,33.0,33.0,33.0,33.0,46.8,19.0,9.0,CurvedGreatswords,standard
Morgott's Cursed Sword,294,0,0,0,0,110,96,D,B,Z,Z,D,55.0,29.0,29.0,29.0,29.0,38.5,17.0,7.5,CurvedGreatswords,standard
Omen Cleaver,347,0,0,0,0,100,128,C,C,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,52.8,21.0,11.5,CurvedGreatswords,standard
Onyx Lord's Greatsword,289,186,0,0,0,100,128,B,E,B,Z,Z,57.0,42.0,29.0,29.0,29.0,48.4,21.0,11.5,CurvedGreatswords,standard
Zamor Curved Sword,306,0,0,0,0,100,128,C,B,Z,Z,Z,61.0,33.0,33.0,33.0,33.0,42.9,19.0,9.0,CurvedGreatswords,standard
Rusted Anchor (keen),333,0,0,0,0,100,164,E,B,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,12.5,Greataxes,keen
Longhaft Axe (keen),331,0,0,0,0,100,156,E,B,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,12.5,Greataxes,keen
Greataxe (keen),343,0,0,0,0,100,168,E,B,Z,Z,Z,69.0,37.0,37.0,37.0,37.0,49.5,21.0,13.0,Greataxes,keen
Great Omenkiller Cleaver (keen),321,0,0,0,0,100,150,E,B,Z,Z,Z,63.0,33.0,33.0,33.0,45.0,46.2,20.0,11.0,Greataxes,keen
Gargoyle's Great Axe (keen),279,0,0,0,0,100,150,D,A,Z,Z,Z,58.0,31.0,31.0,31.0,31.0,40.7,18.0,8.5,Greataxes,keen
Executioner's Greataxe (keen),340,0,0,0,0,115,172,E,B,Z,Z,Z,74.0,40.0,40.0,40.0,40.0,52.8,23.0,15.0,Greataxes,keen
Crescent Moon Axe (keen),331,0,0,0,0,100,156,E,B,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,12.5,Greataxes,keen
Butchering Knife (keen),283,0,0,0,0,100,165,E,A,Z,Z,Z,58.0,31.0,31.0,31.0,31.0,40.7,18.0,8.5,Greataxes,keen
Lordsworn's Greatsword (flame),262,0,262,0,0,110,126,E,E,Z,C,Z,61.75,33.25,43.75,40.25,33.25,42.0,19.0,9.0,Greatswords,flame
Knight's Greatsword (flame),272,0,272,0,0,100,126,E,E,Z,C,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,10.0,Greatswords,flame
Iron Greatsword (flame),288,0,288,0,0,100,140,D,E,Z,C,Z,69.35,37.05,48.75,44.85,37.05,47.0,20.9,12.0,Greatswords,flame
Gargoyle's Greatsword (flame),258,0,258,0,0,100,138,D,E,Z,B,Z,67.45,36.1,47.5,43.7,36.1,46.0,20.9,11.5,Greatswords,flame
